"Id","Name","Parent","CPU","Threads","WorkingSet","Path"
"18808","unsecapp",,"0,171875","System.Diagnostics.ProcessThreadCollection","2891776","C:\WINDOWS\system32\wbem\unsecapp.exe"
"14820","Widgets",,"6,828125","System.Diagnostics.ProcessThreadCollection","13176832","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_525.31002.150.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe"
"2124","WidgetService",,"1,171875","System.Diagnostics.ProcessThreadCollection","2740224","C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.14.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe"
"21596","WindowsTerminal",,"17,421875","System.Diagnostics.ProcessThreadCollection","66076672","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.13503.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe"
"1164","wininit",,,"System.Diagnostics.ProcessThreadCollection","475136",
"6136","winlogon",,,"System.Diagnostics.ProcessThreadCollection","495616",
"4808","WmiPrvSE",,,"System.Diagnostics.ProcessThreadCollection","6463488",
"9588","WmiPrvSE",,,"System.Diagnostics.ProcessThreadCollection","10948608",
"9008","WMIRegistrationService",,,"System.Diagnostics.ProcessThreadCollection","4096",
"3308","wsc_proxy",,,"System.Diagnostics.ProcessThreadCollection","573440",
"10008","wslservice",,,"System.Diagnostics.ProcessThreadCollection","2174976",
"1524","WUDFHost",,,"System.Diagnostics.ProcessThreadCollection","4096",
"1732","WUDFHost",,,"System.Diagnostics.ProcessThreadCollection","4096",
"1888","WUDFHost",,,"System.Diagnostics.ProcessThreadCollection","5767168",
"2652","WUDFHost",,,"System.Diagnostics.ProcessThreadCollection","3534848",
